,Pick_Note_Date,Credit_Note_Date,Pick_Note,Credit_Note,Key,Vendor,PN_Quantity,CN_Quantity,WS_Code,Batch
1205,2024-10-10,2024-10-12,PR201008293,DN201006222,399_11755_GKD2042A,SHAH KOTHARI BROS,4,4,11755,GKD2042A
1206,2024-10-10,2024-10-12,PR201008293,DN201006222,399_11742_FHZ0867,SHAH KOTHARI BROS,3,3,11742,FHZ0867
1207,2024-10-10,2024-10-12,PR201008296,DN201006206,399_11661_KRV2307A,SHAH KOTHARI BROS,1,1,11661,KRV2307A
1208,2024-10-10,2024-10-12,PR201008296,DN201006206,399_11579_ROC18,SHAH KOTHARI BROS,4,4,11579,ROC18
1209,2024-10-10,2024-10-17,PR201008297,DN201006227,399_11470_N2103032,SHAH KOTHARI BROS,1,1,11470,N2103032
1210,2024-10-10,2024-10-12,PR201008298,DN201006205,399_11378_SID2950A,SHAH KOTHARI BROS,2,2,11378,SID2950A
1211,2024-10-10,2024-10-17,PR201008297,DN201006227,399_11790_HRIDL0822,SHAH KOTHARI BROS,1,1,11790,HRIDL0822
1212,2024-10-10,2024-10-12,PR201008298,DN201006205,399_12327_2CH57,SHAH KOTHARI BROS,3,3,12327,2CH57
1240,2024-10-10,2024-10-17,PR201008300,DN201006228,399_12432_AJ20141,SHAH KOTHARI BROS,1,1,12432,AJ20141
1241,2024-10-10,2024-10-12,PR201008293,DN201006222,399_12492_SLT221128,SHAH KOTHARI BROS,1,1,12492,SLT221128
1242,2024-10-10,2024-10-12,PR201008296,DN201006206,399_2741_A104893,SHAH KOTHARI BROS,3,3,2741,A104893
1243,2024-10-10,2024-10-12,PR201008295,DN201006224,399_2590_J303993,SHAH KOTHARI BROS,2,2,2590,J303993
1244,2024-10-10,2024-10-12,PR201008295,DN201006224,399_2015_N2103263,SHAH KOTHARI BROS,1,1,2015,N2103263
1245,2024-10-10,2024-10-12,PR201008299,DN201006211,399_1900_D12W079,SHAH KOTHARI BROS,2,2,1900,D12W079
1246,2024-10-10,2024-10-12,PR201008299,DN201006211,399_1900_D12W068,SHAH KOTHARI BROS,2,2,1900,D12W068
1247,2024-10-10,2024-10-12,PR201008301,DN201006213,399_18830_DPE231165,SHAH KOTHARI BROS,1,1,18830,DPE231165
1248,2024-10-10,2024-10-12,PR201008301,DN201006213,399_18535_A3555,SHAH KOTHARI BROS,2,2,18535,A3555
1249,2024-10-10,2024-10-12,PR201008299,DN201006211,399_1832_CALP22028,SHAH KOTHARI BROS,1,1,1832,CALP22028
1250,2024-10-10,2024-10-12,PR201008301,DN201006213,399_17975_770P2222F,SHAH KOTHARI BROS,1,3,17975,770P2222F
1252,2024-10-10,2024-10-12,PR201008299,DN201006211,399_17151_ZDG2226,SHAH KOTHARI BROS,1,1,17151,ZDG2226
1253,2024-10-10,2024-10-12,PR201008299,DN201006211,399_1698_GTD2260A,SHAH KOTHARI BROS,3,3,1698,GTD2260A
1254,2024-10-10,2024-10-17,PR201008303,DN201006226,399_16796_ZHZ0060,SHAH KOTHARI BROS,5,5,16796,ZHZ0060
1255,2024-10-10,2024-10-12,PR201008294,DN201006210,399_16795_ZHZ0059,SHAH KOTHARI BROS,2,2,16795,ZHZ0059
1256,2024-10-10,2024-10-12,PR201008299,DN201006211,399_16729_ZMA0007,SHAH KOTHARI BROS,2,2,16729,ZMA0007
1257,2024-10-10,2024-10-12,PR201008295,DN201006224,399_2831_2173J020,SHAH KOTHARI BROS,4,4,2831,2173J020
1258,2024-10-10,2024-10-12,PR201008293,DN201006222,399_31_GTD2366A,SHAH KOTHARI BROS,1,1,31,GTD2366A
1259,2024-10-10,2024-10-12,PR201008302,DN201006207,399_3286_V2101112,SHAH KOTHARI BROS,7,1,3286,V2101112
1260,2024-10-10,2024-10-17,PR201008300,DN201006228,399_3460_532307D7,SHAH KOTHARI BROS,1,1,3460,532307D7
1261,2024-10-10,2024-10-17,PR201008304,DN201006229,399_5111_2232015F,SHAH KOTHARI BROS,1,1,5111,2232015F
1262,2024-10-10,2024-10-12,PR201008293,DN201006222,399_508_V2101119,SHAH KOTHARI BROS,2,2,508,V2101119
1263,2024-10-10,2024-10-17,PR201008304,DN201006229,399_5076_TT22161,SHAH KOTHARI BROS,3,3,5076,TT22161
1264,2024-10-10,2024-10-17,PR201008304,DN201006229,399_5076_TT22141,SHAH KOTHARI BROS,3,3,5076,TT22141
1265,2024-10-10,2024-10-17,PR201008304,DN201006229,399_5075_TT22156,SHAH KOTHARI BROS,3,3,5075,TT22156
1266,2024-10-10,2024-10-12,PR201008293,DN201006222,399_497_2CR3H012,SHAH KOTHARI BROS,4,4,497,2CR3H012
1267,2024-10-10,2024-10-12,PR201008296,DN201006206,399_4920_CV81J008,SHAH KOTHARI BROS,1,1,4920,CV81J008
1268,2024-10-10,2024-10-12,PR201008295,DN201006224,399_4755_2396J008,SHAH KOTHARI BROS,1,1,4755,2396J008
1269,2024-10-10,2024-10-12,PR201008299,DN201006211,399_1632_2HV7J020,SHAH KOTHARI BROS,2,2,1632,2HV7J020
1270,2024-10-10,2024-10-17,PR201008303,DN201006226,399_4506_2HG3J007,SHAH KOTHARI BROS,2,2,4506,2HG3J007
1271,2024-10-10,2024-10-17,PR201008304,DN201006229,399_3962_DD123192,SHAH KOTHARI BROS,3,3,3962,DD123192
1272,2024-10-10,2024-10-12,PR201008296,DN201006206,399_3873_SGVC0118,SHAH KOTHARI BROS,5,5,3873,SGVC0118
1273,2024-10-10,2024-10-17,PR201008300,DN201006228,399_3858_AB2041,SHAH KOTHARI BROS,4,4,3858,AB2041
1274,2024-10-10,2024-10-12,PR201008304,DN201006216,399_3771_BA23464,SHAH KOTHARI BROS,2,1,3771,BA23464
1275,2024-10-10,2024-10-12,PR201008296,DN201006206,399_3709_18220782,SHAH KOTHARI BROS,6,6,3709,18220782
1276,2024-10-10,2024-10-12,PR201008296,DN201006206,399_3652_GTD2619A,SHAH KOTHARI BROS,6,6,3652,GTD2619A
1277,2024-10-10,2024-10-12,PR201008296,DN201006206,399_3504_2T15H015,SHAH KOTHARI BROS,2,2,3504,2T15H015
1278,2024-10-10,2024-10-17,PR201008304,DN201006229,399_16260_BA30961,SHAH KOTHARI BROS,2,2,16260,BA30961
1279,2024-10-10,2024-10-12,PR201008296,DN201006206,399_15822_K2202361,SHAH KOTHARI BROS,6,6,15822,K2202361
1280,2024-10-10,2024-10-12,PR201008301,DN201006213,399_15731_PXZ0058,SHAH KOTHARI BROS,1,1,15731,PXZ0058
1281,2024-10-10,2024-10-12,PR201008294,DN201006210,399_13839_GTMS21009,SHAH KOTHARI BROS,2,2,13839,GTMS21009
1282,2024-10-10,2024-10-17,PR201008303,DN201006226,399_13674_2J79J005,SHAH KOTHARI BROS,6,6,13674,2J79J005
1283,2024-10-10,2024-10-17,PR201008303,DN201006226,399_13671_2DD1H005,SHAH KOTHARI BROS,6,6,13671,2DD1H005
1284,2024-10-10,2024-10-17,PR201008303,DN201006226,399_13671_2DD1H004,SHAH KOTHARI BROS,15,15,13671,2DD1H004
1285,2024-10-10,2024-10-12,PR201008303,DN201006221,399_13624_U102527,SHAH KOTHARI BROS,1,5,13624,U102527
1286,2024-10-10,2024-10-12,PR201008294,DN201006210,399_1357_23S1GTA482,SHAH KOTHARI BROS,15,12,1357,23S1GTA482
1287,2024-10-10,2024-10-12,PR201008294,DN201006210,399_1356_23S1GTA481,SHAH KOTHARI BROS,24,24,1356,23S1GTA481
1288,2024-10-10,2024-10-17,PR201008297,DN201006227,399_13517_2F90J002,SHAH KOTHARI BROS,45,45,13517,2F90J002
1289,2024-10-10,2024-10-12,PR201008293,DN201006222,399_13424_GTQ22022A,SHAH KOTHARI BROS,1,1,13424,GTQ22022A
1290,2024-10-10,2024-10-17,PR201008297,DN201006227,399_13213_I204431,SHAH KOTHARI BROS,1,1,13213,I204431
1291,2024-10-10,2024-10-12,PR201008299,DN201006211,399_1315_2329039O,SHAH KOTHARI BROS,12,12,1315,2329039O
1292,2024-10-10,2024-10-12,PR201008293,DN201006222,399_13142_SPL221748,SHAH KOTHARI BROS,10,10,13142,SPL221748
1293,2024-10-10,2024-10-12,PR201008293,DN201006222,399_13034_TMO2231A,SHAH KOTHARI BROS,2,2,13034,TMO2231A
1294,2024-10-10,2024-10-12,PR201008296,DN201006206,399_1279_JP6M,SHAH KOTHARI BROS,2,2,1279,JP6M
1295,2024-10-10,2024-10-12,PR201008296,DN201006206,399_13871_TLS2204,SHAH KOTHARI BROS,2,2,13871,TLS2204
1296,2024-10-10,2024-10-17,PR201008303,DN201006226,399_15325_GKD2033A,SHAH KOTHARI BROS,2,2,15325,GKD2033A
1297,2024-10-10,2024-10-17,PR201008300,DN201006228,399_15190_ZVS23193,SHAH KOTHARI BROS,2,2,15190,ZVS23193
1298,2024-10-10,2024-10-12,PR201008299,DN201006211,399_15189_ZVD23042,SHAH KOTHARI BROS,1,1,15189,ZVD23042
1299,2024-10-10,2024-10-17,PR201008303,DN201006226,399_1497_K2102431,SHAH KOTHARI BROS,2,2,1497,K2102431
1300,2024-10-10,2024-10-17,PR201008303,DN201006226,399_14781_SB20461,SHAH KOTHARI BROS,6,5,14781,SB20461
1301,2024-10-10,2024-10-17,PR201008303,DN201006226,399_14776_SB20564,SHAH KOTHARI BROS,3,3,14776,SB20564
1302,2024-10-10,2024-10-12,PR201008294,DN201006210,399_14759_DVM119,SHAH KOTHARI BROS,5,5,14759,DVM119
1303,2024-10-10,2024-10-12,PR201008294,DN201006210,399_13943_TFHS2203,SHAH KOTHARI BROS,6,6,13943,TFHS2203
1304,2024-10-10,2024-10-12,PR201008294,DN201006210,399_1468_GKC1653A,SHAH KOTHARI BROS,2,2,1468,GKC1653A
1305,2024-10-10,2024-10-17,PR201008300,DN201006228,399_14561_673H020,SHAH KOTHARI BROS,12,12,14561,673H020
1306,2024-10-10,2024-10-12,PR201008294,DN201006210,399_14498_AXY1072,SHAH KOTHARI BROS,2,2,14498,AXY1072
1307,2024-10-10,2024-10-17,PR201008303,DN201006226,399_14293_EC10890,SHAH KOTHARI BROS,2,2,14293,EC10890
1308,2024-10-10,2024-10-12,PR201008294,DN201006210,399_14183_ABEBF0322,SHAH KOTHARI BROS,3,3,14183,ABEBF0322
1309,2024-10-10,2024-10-12,PR201008296,DN201006206,399_14683_SID1234A,SHAH KOTHARI BROS,1,1,14683,SID1234A
1310,2024-10-10,2024-10-12,PR201008295,DN201006224,399_17194_PGA0031,SHAH KOTHARI BROS,2,2,17194,PGA0031
1313,2024-10-11,2024-10-14,PR201008331,DN201005717,399_3435_SIE2991A,SHAH KOTHARI BROS,1,1,3435,SIE2991A
1320,2024-10-11,2024-10-14,PR201008333,DN201005714,399_5626_EGLM4002,SHAH KOTHARI BROS,1,1,5626,EGLM4002
1346,2024-10-16,2024-10-17,PR201008358,DN201005745,399_11930_24441421,SHAH KOTHARI BROS,1,1,11930,24441421
1359,2024-10-18,2024-10-19,PR201008371,DN201005761,399_16116_BA33316,SHAH KOTHARI BROS,1,1,16116,BA33316
1367,2024-10-19,2024-10-21,PR201008378,DN201005786,399_16116_4BA1580,SHAH KOTHARI BROS,1,1,16116,4BA1580
1384,2024-10-22,2024-10-22,PR201008393,DN201005796,399_5456_KGB2314A,SHAH KOTHARI BROS,9,9,5456,KGB2314A
1392,2024-10-23,2024-11-28,PR201008432,DN201006551,399_14683_SID1234A,SHAH KOTHARI BROS,1,1,14683,SID1234A
1393,2024-10-23,2024-11-28,PR201008429,DN201006560,399_14776_SB20564,SHAH KOTHARI BROS,1,1,14776,SB20564
1394,2024-10-23,2024-11-28,PR201008430,DN201006561,399_1500_WG23354,SHAH KOTHARI BROS,13,13,1500,WG23354
1395,2024-10-23,2024-11-29,PR201008434,DN201006562,399_15190_ZVS23193,SHAH KOTHARI BROS,1,1,15190,ZVS23193
1396,2024-10-23,2024-11-28,PR201008430,DN201006561,399_16236_PKNEQ26,SHAH KOTHARI BROS,1,1,16236,PKNEQ26
1397,2024-10-23,2024-11-28,PR201008432,DN201006551,399_15339_N2203153,SHAH KOTHARI BROS,1,1,15339,N2203153
1398,2024-10-23,2024-11-28,PR201008431,DN201006552,399_16096_N2203566,SHAH KOTHARI BROS,2,2,16096,N2203566
1399,2024-10-23,2024-11-19,PR201008434,DN201006529,399_14561_673H020,SHAH KOTHARI BROS,2,3,14561,673H020
1400,2024-10-23,2024-11-19,PR201008431,DN201006525,399_16404_PGA0032,SHAH KOTHARI BROS,5,2,16404,PGA0032
1401,2024-10-23,2024-11-28,PR201008430,DN201006561,399_15191_ZVT23120,SHAH KOTHARI BROS,2,2,15191,ZVT23120
1402,2024-10-23,2024-11-29,PR201008434,DN201006562,399_14151_UPS23004TP,SHAH KOTHARI BROS,4,4,14151,UPS23004TP
1403,2024-10-23,2024-11-28,PR201008429,DN201006553,399_13674_2J79J005,SHAH KOTHARI BROS,10,10,13674,2J79J005
1404,2024-10-23,2024-11-28,PR201008429,DN201006553,399_13671_2DD1H004,SHAH KOTHARI BROS,4,4,13671,2DD1H004
1405,2024-10-23,2024-11-28,PR201008431,DN201006556,399_1356_23S1GTA481,SHAH KOTHARI BROS,25,3,1356,23S1GTA481
1406,2024-10-23,2024-11-19,PR201008429,DN201006528,399_13517_2F90J002,SHAH KOTHARI BROS,13,1,13517,2F90J002
1407,2024-10-23,2024-11-28,PR201008432,DN201006551,399_13218_N2203352,SHAH KOTHARI BROS,2,2,13218,N2203352
1408,2024-10-23,2024-11-28,PR201008430,DN201006561,399_1315_2329039O,SHAH KOTHARI BROS,24,24,1315,2329039O
1409,2024-10-23,2024-11-28,PR201008431,DN201006552,399_12641_GTD2407A,SHAH KOTHARI BROS,3,3,12641,GTD2407A
1410,2024-10-23,2024-11-28,PR201008430,DN201006561,399_12151_GBAC0032,SHAH KOTHARI BROS,2,2,12151,GBAC0032
1411,2024-10-23,2024-11-28,PR201008429,DN201006553,399_16796_ZHZ0060,SHAH KOTHARI BROS,1,1,16796,ZHZ0060
1412,2024-10-23,2024-10-23,PR201008441,DN201005837,399_12001_14TSD289,SHAH KOTHARI BROS,1,1,12001,14TSD289
1413,2024-10-23,2024-11-28,PR201008431,DN201006552,399_13888_2F79H013,SHAH KOTHARI BROS,5,5,13888,2F79H013
1414,2024-10-23,2024-11-28,PR201008430,DN201006561,399_1698_GTD2260A,SHAH KOTHARI BROS,5,5,1698,GTD2260A
1416,2024-10-23,2024-10-23,PR201008445,DN201005822,399_18116_CRAL23008,SHAH KOTHARI BROS,1,1,18116,CRAL23008
1417,2024-10-23,2024-11-28,PR201008431,DN201006552,399_11927_INP22BV17,SHAH KOTHARI BROS,1,1,11927,INP22BV17
1418,2024-10-23,2024-11-28,PR201008432,DN201006551,399_5439_SID3168A,SHAH KOTHARI BROS,2,2,5439,SID3168A
1419,2024-10-23,2024-11-29,PR201008434,DN201006562,399_5423_GN8215,SHAH KOTHARI BROS,1,1,5423,GN8215
1420,2024-10-23,2024-11-28,PR201008432,DN201006551,399_5113_HE3714,SHAH KOTHARI BROS,1,1,5113,HE3714
1421,2024-10-23,2024-11-28,PR201008430,DN201006561,399_5111_2232015F,SHAH KOTHARI BROS,1,1,5111,2232015F
1422,2024-10-23,2024-11-28,PR201008430,DN201006561,399_5076_TT22161,SHAH KOTHARI BROS,5,5,5076,TT22161
1423,2024-10-23,2024-11-28,PR201008431,DN201006552,399_497_2CR3H012,SHAH KOTHARI BROS,4,3,497,2CR3H012
1424,2024-10-23,2024-11-28,PR201008432,DN201006551,399_4733_SID0968A,SHAH KOTHARI BROS,1,1,4733,SID0968A
1425,2024-10-23,2024-11-28,PR201008430,DN201006561,399_4560_3144C82301,SHAH KOTHARI BROS,5,5,4560,3144C82301
1426,2024-10-23,2024-11-28,PR201008429,DN201006560,399_4506_2HG3J007,SHAH KOTHARI BROS,2,3,4506,2HG3J007
1427,2024-10-23,2024-11-28,PR201008429,DN201006553,399_4505_2HG2J014,SHAH KOTHARI BROS,2,2,4505,2HG2J014
1428,2024-10-23,2024-11-28,PR201008430,DN201006561,399_3962_DD123192,SHAH KOTHARI BROS,2,2,3962,DD123192
1429,2024-10-23,2024-11-22,PR201008432,DN201006534,399_3873_SGVC0118,SHAH KOTHARI BROS,9,7,3873,SGVC0118
1430,2024-10-23,2024-11-28,PR201008430,DN201006561,399_3771_BA23464,SHAH KOTHARI BROS,1,1,3771,BA23464
1431,2024-10-23,2024-11-22,PR201008432,DN201006534,399_3709_18220782,SHAH KOTHARI BROS,2,1,3709,18220782
1432,2024-10-23,2024-11-28,PR201008433,DN201006557,399_3286_V2101112,SHAH KOTHARI BROS,4,1,3286,V2101112
1433,2024-10-23,2024-11-28,PR201008432,DN201006551,399_2741_A104893,SHAH KOTHARI BROS,5,6,2741,A104893
1434,2024-10-23,2024-11-28,PR201008431,DN201006552,399_19984_KBJ2305A,SHAH KOTHARI BROS,1,1,19984,KBJ2305A
1435,2024-10-23,2024-11-28,PR201008431,DN201006552,399_19426_2NF6J002,SHAH KOTHARI BROS,3,3,19426,2NF6J002
1436,2024-10-23,2024-11-28,PR201008430,DN201006561,399_1900_D12W057,SHAH KOTHARI BROS,3,3,1900,D12W057
1437,2024-10-23,2024-11-28,PR201008432,DN201006551,399_18077_EMV221697A,SHAH KOTHARI BROS,3,3,18077,EMV221697A
1438,2024-10-23,2024-11-28,PR201008431,DN201006552,399_1185_SID3124A,SHAH KOTHARI BROS,2,2,1185,SID3124A
1440,2024-10-23,2024-11-28,PR201008429,DN201006553,399_11788_CRICL0322,SHAH KOTHARI BROS,9,9,11788,CRICL0322
1453,2024-10-23,2024-11-28,PR201008430,DN201006561,399_5473_8R78,SHAH KOTHARI BROS,2,2,5473,8R78
1467,2024-10-23,2024-11-28,PR201008431,DN201006552,399_11778_CPU5K001,SHAH KOTHARI BROS,2,2,11778,CPU5K001
1468,2024-10-23,2024-11-28,PR201008431,DN201006552,399_11742_FHZ0867,SHAH KOTHARI BROS,1,1,11742,FHZ0867
1469,2024-10-23,2024-11-28,PR201008429,DN201006553,399_11470_N2103032,SHAH KOTHARI BROS,2,2,11470,N2103032
1470,2024-10-23,2024-11-28,PR201008430,DN201006561,399_11378_SID2950A,SHAH KOTHARI BROS,1,1,11378,SID2950A
1471,2024-10-23,2024-11-28,PR201008431,DN201006552,399_10850_APQ21011,SHAH KOTHARI BROS,1,1,10850,APQ21011
1472,2024-10-23,2024-11-28,PR201008431,DN201006552,399_10774_GTD2163A,SHAH KOTHARI BROS,3,3,10774,GTD2163A
1473,2024-10-23,2024-11-28,PR201008429,DN201006553,399_10676_2BF9J004,SHAH KOTHARI BROS,2,2,10676,2BF9J004
1474,2024-10-23,2024-11-28,PR201008431,DN201006552,399_10617_JBV7J007,SHAH KOTHARI BROS,3,3,10617,JBV7J007
1475,2024-10-23,2024-11-28,PR201008431,DN201006552,399_10588_GKD1848A,SHAH KOTHARI BROS,2,2,10588,GKD1848A
1476,2024-10-23,2024-11-28,PR201008429,DN201006553,399_10444_GKD2122A,SHAH KOTHARI BROS,1,1,10444,GKD2122A
1479,2024-10-23,2024-11-28,PR201008429,DN201006553,399_11790_HRIDL0822,SHAH KOTHARI BROS,8,8,11790,HRIDL0822
1480,2024-10-23,2024-11-28,PR201008431,DN201006552,399_5520_D59947,SHAH KOTHARI BROS,1,1,5520,D59947
1482,2024-10-23,2024-11-28,PR201008431,DN201006552,399_5756_M221436,SHAH KOTHARI BROS,3,3,5756,M221436
1517,2024-10-23,2024-11-28,PR201008429,DN201006553,399_9718_SID1231B,SHAH KOTHARI BROS,3,3,9718,SID1231B
1518,2024-10-23,2024-11-29,PR201008434,DN201006562,399_9475_D71W006,SHAH KOTHARI BROS,3,3,9475,D71W006
1519,2024-10-23,2024-11-28,PR201008429,DN201006553,399_9361_U202451,SHAH KOTHARI BROS,2,2,9361,U202451
1520,2024-10-23,2024-11-19,PR201008434,DN201006529,399_9192_14TNS114,SHAH KOTHARI BROS,2,4,9192,14TNS114
1521,2024-10-23,2024-11-28,PR201008433,DN201006554,399_9155_VI23015,SHAH KOTHARI BROS,6,6,9155,VI23015
1522,2024-10-23,2024-11-28,PR201008432,DN201006551,399_9138_2F24J006,SHAH KOTHARI BROS,1,1,9138,2F24J006
1523,2024-10-23,2024-11-28,PR201008431,DN201006558,399_9129_SID3096A,SHAH KOTHARI BROS,2,1,9129,SID3096A
1524,2024-10-23,2024-11-28,PR201008433,DN201006554,399_9121_56TNL051,SHAH KOTHARI BROS,1,1,9121,56TNL051
1525,2024-10-23,2024-11-28,PR201008433,DN201006555,399_9033_N2301273,SHAH KOTHARI BROS,8,3,9033,N2301273
1526,2024-10-23,2024-11-28,PR201008433,DN201006554,399_8833_2124,SHAH KOTHARI BROS,1,1,8833,2124
1527,2024-10-23,2024-11-28,PR201008433,DN201006553,399_9718_SID1231B,SHAH KOTHARI BROS,2,3,9718,SID1231B
1528,2024-10-23,2024-11-28,PR201008430,DN201006561,399_8478_11211807,SHAH KOTHARI BROS,3,3,8478,11211807
1529,2024-10-23,2024-11-28,PR201008431,DN201006552,399_7779_KMN2219A,SHAH KOTHARI BROS,1,1,7779,KMN2219A
1530,2024-10-23,2024-11-28,PR201008431,DN201006552,399_7108_D2301234,SHAH KOTHARI BROS,1,1,7108,D2301234
1531,2024-10-23,2024-11-28,PR201008433,DN201006554,399_6760_PC182229,SHAH KOTHARI BROS,2,2,6760,PC182229
1532,2024-10-23,2024-11-28,PR201008429,DN201006553,399_6444_BEY1317,SHAH KOTHARI BROS,1,1,6444,BEY1317
1533,2024-10-23,2024-11-28,PR201008433,DN201006554,399_6428_GTD2065A,SHAH KOTHARI BROS,1,1,6428,GTD2065A
1534,2024-10-23,2024-11-29,PR201008434,DN201006562,399_6271_D486059,SHAH KOTHARI BROS,36,36,6271,D486059
1535,2024-10-23,2024-11-29,PR201008434,DN201006562,399_6205_252201094,SHAH KOTHARI BROS,1,1,6205,252201094
1536,2024-10-23,2024-11-28,PR201008431,DN201006552,399_5896_J201962,SHAH KOTHARI BROS,1,1,5896,J201962
1537,2024-10-23,2024-11-22,PR201008432,DN201006534,399_5889_56001183,SHAH KOTHARI BROS,4,3,5889,56001183
1538,2024-10-23,2024-11-28,PR201008433,DN201006554,399_5874_28023795,SHAH KOTHARI BROS,3,3,5874,28023795
1539,2024-10-23,2024-11-28,PR201008433,DN201006554,399_8178_2EM2H012,SHAH KOTHARI BROS,3,3,8178,2EM2H012
1540,2024-10-23,2024-11-28,PR201008433,DN201006555,399_9878_ABMD0004,SHAH KOTHARI BROS,2,2,9878,ABMD0004
1552,2024-10-23,2024-11-28,PR201008429,DN201006553,399_12879_48017845,SHAH KOTHARI BROS,3,3,12879,48017845
1736,2024-10-25,2024-10-29,PR201008471,DN201005973,399_19179_2406701TT,SHAH KOTHARI BROS,1,1,19179,2406701TT
1737,2024-10-25,2024-10-31,PR201008470,DN201006012,399_10805_ADK0035,SHAH KOTHARI BROS,1,1,10805,ADK0035
1759,2024-10-29,2024-10-30,PR201008507,DN201005985,399_9137_18241850A,SHAH KOTHARI BROS,1,1,9137,18241850A
1780,2024-10-30,2024-10-31,PR201008519,DN201006002,399_5075_TT24125,SHAH KOTHARI BROS,1,1,5075,TT24125
1799,2024-11-06,2024-11-28,PR201008558,DN201006539,399_16913_S23020,SHAH KOTHARI BROS,1,1,16913,S23020
1800,2024-11-06,2024-11-22,PR201008557,DN201006531,399_14840_GT3279,SHAH KOTHARI BROS,3,27,14840,GT3279
1801,2024-11-06,2024-11-27,PR201008556,DN201006536,399_13558_U301630,SHAH KOTHARI BROS,1,1,13558,U301630
1802,2024-11-06,2024-11-27,PR201008556,DN201006536,399_12796_BA23350,SHAH KOTHARI BROS,4,4,12796,BA23350
1803,2024-11-06,2024-11-27,PR201008557,DN201006535,399_11565_2208001785,SHAH KOTHARI BROS,1,1,11565,2208001785
1804,2024-11-06,2024-11-27,PR201008557,DN201006535,399_10770_GTD2593A,SHAH KOTHARI BROS,1,1,10770,GTD2593A
1805,2024-11-06,2024-11-28,PR201008558,DN201006539,399_10039_I302832,SHAH KOTHARI BROS,2,2,10039,I302832
1816,2024-11-06,2024-11-19,PR201008556,DN201006527,399_2555_N2103396,SHAH KOTHARI BROS,1,3,2555,N2103396
1817,2024-11-06,2024-11-28,PR201008558,DN201006539,399_3525_PSZ0208,SHAH KOTHARI BROS,1,1,3525,PSZ0208
1819,2024-11-06,2024-11-22,PR201008558,DN201006532,399_5077_TT23066,SHAH KOTHARI BROS,2,4,5077,TT23066
1831,2024-11-06,2024-11-27,PR201008557,DN201006535,399_3660_22441648,SHAH KOTHARI BROS,5,5,3660,22441648
1835,2024-11-06,2024-11-28,PR201008558,DN201006539,399_924_SA13544,SHAH KOTHARI BROS,4,4,924,SA13544
1836,2024-11-06,2024-11-22,PR201008556,DN201006533,399_7568_LGR060C,SHAH KOTHARI BROS,1,4,7568,LGR060C
1837,2024-11-06,2024-11-22,PR201008557,DN201006533,399_6917_2BP5J009,SHAH KOTHARI BROS,2,2,6917,2BP5J009
1838,2024-11-06,2024-11-27,PR201008556,DN201006536,399_575_SPM221960,SHAH KOTHARI BROS,6,6,575,SPM221960
1839,2024-11-06,2024-11-21,PR201008556,DN201006530,399_563_SA13437,SHAH KOTHARI BROS,1,3,563,SA13437
1840,2024-11-06,2024-11-27,PR201008556,DN201006536,399_557_28023868,SHAH KOTHARI BROS,7,7,557,28023868
2043,2024-11-07,2024-11-19,PR201008606,DN201006525,399_9983_E710801,SHAH KOTHARI BROS,1,1,9983,E710801
2044,2024-11-07,2024-11-28,PR201008605,DN201006555,399_9878_ABMD0004,SHAH KOTHARI BROS,2,2,9878,ABMD0004
2045,2024-11-07,2024-11-28,PR201008607,DN201006555,399_9878_ABMD0004,SHAH KOTHARI BROS,3,2,9878,ABMD0004
2046,2024-11-07,2024-11-28,PR201008602,DN201006557,399_983_V2300121,SHAH KOTHARI BROS,2,2,983,V2300121
2047,2024-11-07,2024-11-28,PR201008603,DN201006560,399_9734_GOLM21009,SHAH KOTHARI BROS,5,5,9734,GOLM21009
2048,2024-11-07,2024-11-28,PR201008605,DN201006555,399_9584_A430246,SHAH KOTHARI BROS,1,1,9584,A430246
2049,2024-11-07,2024-11-28,PR201008605,DN201006554,399_9155_VI23015,SHAH KOTHARI BROS,7,6,9155,VI23015
2050,2024-11-07,2024-11-28,PR201008606,DN201006558,399_9129_SID3096A,SHAH KOTHARI BROS,1,1,9129,SID3096A
2051,2024-11-07,2024-11-28,PR201008605,DN201006555,399_9033_N2301766,SHAH KOTHARI BROS,4,4,9033,N2301766
2052,2024-11-07,2024-11-28,PR201008605,DN201006555,399_9033_N2301273,SHAH KOTHARI BROS,3,3,9033,N2301273
2053,2024-11-07,2024-11-28,PR201008607,DN201006537,399_8898_MPL224888,SHAH KOTHARI BROS,3,3,8898,MPL224888
2054,2024-11-07,2024-11-28,PR201008606,DN201006558,399_8542_GTD2416A,SHAH KOTHARI BROS,1,1,8542,GTD2416A
2055,2024-11-07,2024-11-22,PR201008602,DN201006533,399_8413_SIC3289A,SHAH KOTHARI BROS,1,2,8413,SIC3289A
2056,2024-11-07,2024-11-28,PR201008605,DN201006555,399_9551_CUV2119,SHAH KOTHARI BROS,2,2,9551,CUV2119
2061,2024-11-07,2024-11-28,PR201008605,DN201006555,399_7989_SPL221877,SHAH KOTHARI BROS,1,1,7989,SPL221877
2062,2024-11-07,2024-11-28,PR201008606,DN201006558,399_7856_GKD0885A,SHAH KOTHARI BROS,4,4,7856,GKD0885A
2063,2024-11-07,2024-11-22,PR201008606,DN201006533,399_7568_LGR060C,SHAH KOTHARI BROS,1,4,7568,LGR060C
2064,2024-11-07,2024-11-28,PR201008603,DN201006560,399_2017_N2103171,SHAH KOTHARI BROS,2,2,2017,N2103171
